symbol,setup,side,setup_date,entry_timestamp,entry,stop,target,exit_timestamp,exit,net_pct,r,exit_reason
RELIANCE.NS,liquidity_sweep_long,1,2026-01-21,2026-01-22 04:15:00+00:00,1416.9080999999999,1370.65,1555.6823999999992,2026-01-27 03:45:00+00:00,1370.65,-3.464721261738838,-1.0,stop
BATAINDIA.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 04:15:00+00:00,831.465525,809.835,896.3570999999997,2026-02-09 09:45:00+00:00,853.65,2.4681172379335896,1.0256096419296388,time
CENTRALBK.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 05:15:00+00:00,36.588285,35.4035,40.14263999999999,2026-02-09 09:45:00+00:00,37.79,3.084425602347855,1.0142895124431877,time
CONCOR.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 03:45:00+00:00,488.64419999999996,471.745,539.3417999999998,2026-02-01 06:45:00+00:00,488.64419999999996,-0.2,0.0,stop
CUMMINSIND.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 03:45:00+00:00,4012.9054499999997,3873.63,4430.731799999999,2026-02-06 03:45:00+00:00,4285.225,6.586094349668782,1.955258805482239,stop
GAIL.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 03:45:00+00:00,158.829375,153.3125,175.38,2026-02-01 03:45:00+00:00,158.829375,-0.2,0.0,stop
HDBFS.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 03:45:00+00:00,708.1538999999999,685.91,774.8855999999997,2026-02-09 09:45:00+00:00,725.4,2.2353604491905035,0.7753181771182264,time
HDFCAMC.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 05:15:00+00:00,2399.5992,2350.27,2547.5868000000005,2026-02-01 03:45:00+00:00,2448.9284000000002,1.855726639682166,1.0,stop
LICI.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 04:45:00+00:00,397.248525,389.0025,421.9865999999999,2026-02-01 06:45:00+00:00,389.0025,-2.275784925821934,-1.0,stop
POLYCAB.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 05:15:00+00:00,6874.4355,6645.7,7560.641999999999,2026-02-03 03:45:00+00:00,7560.641999999999,9.782005067907022,3.0,target
PTCIL.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 03:45:00+00:00,17598.795,17008.8,19368.779999999995,2026-02-02 05:15:00+00:00,17598.795,-0.2,0.0,stop
RELIANCE.NS,liquidity_sweep_long,1,2026-01-27,2026-01-28 05:15:00+00:00,1402.60095,1365.4,1514.2037999999998,2026-02-01 06:45:00+00:00,1365.4,-2.852283245637323,-1.0,stop
CHOLAFIN.NS,liquidity_sweep_long,1,2026-01-29,2026-01-30 04:15:00+00:00,1661.9305499999998,1603.77,1836.4121999999993,2026-02-01 03:45:00+00:00,1603.77,-3.699577644805906,-1.0,stop
EXIDEIND.NS,liquidity_sweep_long,1,2026-01-29,2026-01-30 04:15:00+00:00,322.5612,312.185,353.68979999999993,2026-02-01 06:45:00+00:00,312.185,-3.41681590966303,-1.0,stop
KPITTECH.NS,liquidity_sweep_long,1,2026-02-06,2026-02-09 04:45:00+00:00,963.7816499999999,939.575,1036.4015999999995,2026-02-12 03:45:00+00:00,939.575,-2.7116321731172053,-1.0,stop
VBL.NS,liquidity_sweep_long,1,2026-02-06,2026-02-09 04:45:00+00:00,445.22249999999997,430.87,488.27999999999986,2026-02-16 03:45:00+00:00,445.22249999999997,-0.2,0.0,stop
APTUS.NS,liquidity_sweep_long,1,2026-02-16,2026-02-17 03:45:00+00:00,249.774825,242.04,272.97929999999997,2026-02-20 09:15:00+00:00,242.04,-3.296719214996948,-1.0,stop
YESBANK.NS,liquidity_sweep_long,1,2026-02-25,2026-02-26 03:45:00+00:00,21.19059,20.5325,23.164860000000004,2026-03-02 03:45:00+00:00,20.5325,-3.3055765790381555,-1.0,stop
BAJAJFINSV.NS,liquidity_sweep_long,1,2026-05-14,2026-05-15 05:15:00+00:00,1749.6743999999999,1709.995,1868.7125999999998,2026-05-18 03:45:00+00:00,1709.995,-2.467816229122401,-1.0,stop
TVSMOTOR.NS,liquidity_sweep_long,1,2026-05-19,2026-05-20 03:45:00+00:00,3323.2607999999996,3217.78,3639.7031999999977,2026-05-29 09:45:00+00:00,3323.2607999999996,-0.2,0.0,stop
EICHERMOT.NS,liquidity_sweep_long,1,2026-05-20,2026-05-21 04:45:00+00:00,6932.964749999999,6736.55,7522.208999999996,2026-05-29 06:15:00+00:00,7230.625,4.093404924639215,1.5154679065599825,stop
SOLARINDS.NS,liquidity_sweep_short,-1,2026-05-21,2026-05-22 05:15:00+00:00,18148.921000000002,18742.5,16368.184000000008,2026-05-27 09:45:00+00:00,18742.5,-3.470602147642815,-1.0,stop
MFSL.NS,liquidity_sweep_short,-1,2026-05-26,2026-05-27 03:45:00+00:00,1705.44685,1751.81,1566.3574000000003,2026-06-03 03:45:00+00:00,1566.3574000000003,7.955601565654169,3.0,target
DMART.NS,liquidity_sweep_long,1,2026-06-02,2026-06-03 03:45:00+00:00,4077.8379,3980.7900000000004,4368.981599999999,2026-06-08 09:15:00+00:00,4077.8379,-0.2,0.0,stop
ESCORTS.NS,liquidity_sweep_long,1,2026-06-02,2026-06-03 03:45:00+00:00,2775.68715,2690.435,3031.443600000001,2026-06-16 09:45:00+00:00,2843.0,2.2250877841186028,0.7895736353863169,time
NESTLEIND.NS,liquidity_sweep_long,1,2026-06-02,2026-06-03 03:45:00+00:00,1407.40335,1365.3999999999999,1533.4134000000006,2026-06-12 05:15:00+00:00,1407.40335,-0.2,0.0,stop
ONGC.NS,liquidity_sweep_long,1,2026-06-02,2026-06-03 03:45:00+00:00,268.63425,260.4275,293.2545,2026-06-09 07:45:00+00:00,260.4275,-3.254990195777344,-1.0,stop
ALKEM.NS,liquidity_sweep_long,1,2026-06-03,2026-06-04 04:15:00+00:00,5310.1537499999995,5147.25,5798.864999999998,2026-06-17 09:45:00+00:00,5340.0,0.3620599968503833,0.18321401441035337,time
BANKBARODA.NS,liquidity_sweep_short,-1,2026-06-05,2026-06-08 04:15:00+00:00,262.0689,270.0,238.27559999999994,2026-06-09 06:15:00+00:00,270.0,-3.2263415460590767,-1.0,stop
JSWINFRA.NS,liquidity_sweep_short,-1,2026-06-19,2026-06-22 03:45:00+00:00,305.74705,313.74,281.7682,2026-06-23 03:45:00+00:00,313.74,-2.814236179874837,-1.0,stop
SAMMAANCAP.NS,liquidity_sweep_long,1,2026-06-29,2026-06-30 03:45:00+00:00,171.62577,165.8275,189.02058,2026-07-07 04:15:00+00:00,171.62577,-0.2,0.0,stop
VMM.NS,liquidity_sweep_long,1,2026-06-29,2026-06-30 05:15:00+00:00,117.01847999999998,113.225,128.39891999999995,2026-07-07 03:45:00+00:00,117.01847999999998,-0.2,0.0,stop
IRFC.NS,liquidity_sweep_long,1,2026-06-30,2026-07-01 05:15:00+00:00,91.635795,89.99,96.57318000000002,2026-07-06 03:45:00+00:00,89.99,-1.996017593343307,-1.0,stop
PATANJALI.NS,liquidity_sweep_long,1,2026-06-30,2026-07-01 03:45:00+00:00,414.35707499999995,405.47,441.0182999999997,2026-07-14 09:45:00+00:00,407.4,-1.8790047569478512,-0.7828306838864344,time
PERSISTENT.NS,liquidity_sweep_long,1,2026-06-30,2026-07-01 04:45:00+00:00,4369.1835,4227.725,4793.558999999999,2026-07-07 03:45:00+00:00,4793.558999999999,9.512924623101759,3.0,target
SWIGGY.NS,liquidity_sweep_long,1,2026-06-30,2026-07-01 03:45:00+00:00,242.050965,234.8425,263.67635999999993,2026-07-07 07:15:00+00:00,263.67635999999993,8.73423209446818,2.999999999999996,target
SUPREMEIND.NS,liquidity_sweep_long,1,2026-07-01,2026-07-02 04:15:00+00:00,3245.72205,3132.97,3583.9782,2026-07-15 09:45:00+00:00,3450.0,6.093759812242708,1.8117448862348848,time
DIVISLAB.NS,liquidity_sweep_short,-1,2026-07-16,2026-07-17 03:45:00+00:00,7240.877750000001,7403.575,6752.786000000003,2026-07-20 06:15:00+00:00,7403.575,-2.4469271767500738,-1.0,stop
ENDURANCE.NS,liquidity_sweep_short,-1,2026-07-16,2026-07-17 03:45:00+00:00,2718.14025,2806.455,2453.196,2026-07-27 06:15:00+00:00,2718.14025,-0.2,-0.0,stop
ACC.NS,liquidity_sweep_long,1,2026-07-24,2026-07-27 03:45:00+00:00,1356.4778999999999,1309.17,1498.4015999999992,2026-08-07 09:45:00+00:00,1366.5,0.5388325309243991,0.21184833822681162,time
MAXHEALTH.NS,liquidity_sweep_long,1,2026-08-06,2026-08-07 04:15:00+00:00,1082.3409,1061.6899999999998,1144.2936000000002,2026-08-10 09:15:00+00:00,1061.6899999999998,-2.1079848132875783,-1.0,stop
NSLNISP.NS,liquidity_sweep_short,-1,2026-08-06,2026-08-07 03:45:00+00:00,44.3778,45.4905,41.03970000000001,2026-08-14 03:45:00+00:00,45.4905,-2.707334748455301,-1.0,stop
INDIANB.NS,liquidity_sweep_short,-1,2026-08-10,2026-08-11 03:45:00+00:00,875.8118750000001,903.8325,791.7500000000005,2026-08-24 09:15:00+00:00,866.6,0.8518097850637245,0.32875337363103485,time
TITAN.NS,liquidity_sweep_short,-1,2026-08-11,2026-08-12 04:15:00+00:00,5069.8638,5174.01,4757.4252,2026-08-25 09:15:00+00:00,5112.0,-1.0311110842859312,-0.4045870132563633,time
COCHINSHIP.NS,liquidity_sweep_short,-1,2026-08-13,2026-08-14 05:15:00+00:00,1493.6528,1539.4,1356.4112,2026-08-26 03:45:00+00:00,1539.4,-3.2627733566997645,-1.0,stop
BIKAJI.NS,liquidity_sweep_long,1,2026-08-25,2026-08-26 04:15:00+00:00,615.5576249999999,596.9075,671.5079999999996,2026-08-27 09:15:00+00:00,615.5576249999999,-0.2,0.0,stop
PIIND.NS,liquidity_sweep_long,1,2026-08-25,2026-08-26 04:15:00+00:00,2527.263,2448.605,2763.2369999999996,2026-08-28 08:15:00+00:00,2448.605,-3.312378885774845,-1.0,stop
POWERGRID.NS,liquidity_sweep_long,1,2026-09-01,2026-09-02 04:45:00+00:00,266.23305,261.3025,281.02469999999994,2026-09-10 09:15:00+00:00,270.95,1.5717372054296028,0.9566782610459308,time
JSWCEMENT.NS,liquidity_sweep_long,1,2026-09-03,2026-09-04 04:15:00+00:00,124.70232,122.0975,132.51678,2026-09-07 08:45:00+00:00,122.0975,-2.288830424325709,-1.0,stop
CUMMINSIND.NS,liquidity_sweep_long,1,2026-09-08,2026-09-09 04:15:00+00:00,5128.563,4956.0,5646.252,2026-09-10 09:15:00+00:00,5184.0,0.8809460661787698,0.3212565845517282,time
